NomSite,NomManga,Chapitres,ChapterLink
mangamoins,my-hero-academia,chapitre 355,https://mangamoins.shaeishu.co/download?scan=MHA355
mangamoins,one-piece,chapitre 1051,https://mangamoins.shaeishu.co/download?scan=OP1051
mangamoins,jujutsu-kaisen,chapitre 186,https://mangamoins.shaeishu.co/download?scan=JK186
mangamoins,my-hero-academia,chapitre 354,https://mangamoins.shaeishu.co/download?scan=MHA354
mangamoins,one-piece,chapitre 1050,https://mangamoins.shaeishu.co/download?scan=OP1050
mangamoins,boruto-naruto-next-generations,chapitre 70,https://mangamoins.shaeishu.co/download?scan=BNNG70
mangamoins,my-hero-academia,chapitre 353,https://mangamoins.shaeishu.co/download?scan=MHA353
mangamoins,jujutsu-kaisen,chapitre 185,https://mangamoins.shaeishu.co/download?scan=JK185
mangamoins,jujutsu-kaisen,chapitre 184,https://mangamoins.shaeishu.co/download?scan=JK184
mangamoins,my-hero-academia,chapitre 352,https://mangamoins.shaeishu.co/download?scan=MHA352
mangamoins,one-piece,chapitre 1049,https://mangamoins.shaeishu.co/download?scan=OP1049
mangamoins,jujutsu-kaisen,chapitre 183,https://mangamoins.shaeishu.co/download?scan=JK183
mangamoins,one-piece,chapitre 1048,https://mangamoins.shaeishu.co/download?scan=OP1048
mangamoins,black-clover,chapitre 331,https://mangamoins.shaeishu.co/download?scan=BC331
mangamoins,my-hero-academia,chapitre 351,https://mangamoins.shaeishu.co/download?scan=MHA351
mangamoins,one-piece,chapitre 1047,https://mangamoins.shaeishu.co/download?scan=OP1047
mangamoins,jujutsu-kaisen,chapitre 182,https://mangamoins.shaeishu.co/download?scan=JK182
mangamoins,jujutsu-kaisen,chapitre 181,https://mangamoins.shaeishu.co/download?scan=jjk181
mangamoins,black-clover,chapitre 330,https://mangamoins.shaeishu.co/download?scan=bc330
mangamoins,my-hero-academia,chapitre 350,https://mangamoins.shaeishu.co/download?scan=mha350
mangamoins,one-piece,chapitre 1046,https://mangamoins.shaeishu.co/download?scan=op1046
mangamoins,jujutsu-kaisen,chapitre 179,https://mangamoins.shaeishu.co/download?scan=jjk179
mangamoins,black-clover,chapitre 328,https://mangamoins.shaeishu.co/download?scan=bc328
mangamoins,one-piece,chapitre 1045,https://mangamoins.shaeishu.co/download?scan=op1045
mangamoins,one-piece,chapitre 1044,https://mangamoins.shaeishu.co/download?scan=op1044
mangamoins,one-piece,chapitre 1043,https://mangamoins.shaeishu.co/download?scan=op1043
mangamoins,one-piece,chapitre 1042,https://mangamoins.shaeishu.co/download?scan=op1042
mangamoins,one-piece,chapitre 1041,https://mangamoins.shaeishu.co/download?scan=op1041
mangamoins,one-piece,chapitre 1040,https://mangamoins.shaeishu.co/download?scan=op1040
mangamoins,one-piece,chapitre 1039,https://mangamoins.shaeishu.co/download?scan=op1039
mangamoins,one-piece,chapitre 1038,https://mangamoins.shaeishu.co/download?scan=op1038
mangamoins,one-piece,chapitre 1037,https://mangamoins.shaeishu.co/download?scan=op1037
mangamoins,my-hero-academia,chapitre 349,https://mangamoins.shaeishu.co/download?scan=mha349
mangamoins,jujutsu-kaisen,chapitre 180,https://mangamoins.shaeishu.co/download?scan=jjk180
